streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,link,Store
1725 Union Blvd,Bay Shore,NY,11706-7910,40.72518516,-73.2507539,https://www.familydollar.com/locations/ny/bay-shore/31733,Family Dollar
451 Fishkill Ave  Ste C,Beacon,NY,12508-1247,41.513292,-73.951064,https://www.familydollar.com/locations/ny/beacon/26104,Family Dollar
1735 Montauk Highway,Bellport,NY,11713-1907,40.77429737,-72.94444609,https://www.familydollar.com/locations/ny/bellport/31717,Family Dollar
56 Main St,Binghamton,NY,13905-3004,42.099618,-75.920215,https://www.familydollar.com/locations/ny/binghamton/29060,Family Dollar
261 Utica Blvd,Boonville,NY,13309,43.476038,-75.319853,https://www.familydollar.com/locations/ny/boonville/22114,Family Dollar
400 Suffolk Ave,Brentwood,NY,11717-4207,40.77779253,-73.2589158,https://www.familydollar.com/locations/ny/brentwood/28324,Family Dollar
780 St. Ann&#39;S Avenue,Bronx,NY,10456,40.820403,-73.909977,https://www.familydollar.com/locations/ny/bronx/28614,Family Dollar
3118 Fulton St.,Brooklyn,NY,11208-1916,40.681234,-73.879921,https://www.familydollar.com/locations/ny/brooklyn/29058,Family Dollar
333 Amherst St.,Buffalo,NY,14207,42.93724707,-78.89121846,https://www.familydollar.com/locations/ny/buffalo/29003,Family Dollar
953 State Route 374,Cadyville,NY,12918-3310,44.722085,-73.705955,https://www.familydollar.com/locations/ny/cadyville/30635,Family Dollar
388 Main St,Cairo,NY,12413-3117,42.297481,-73.995399,https://www.familydollar.com/locations/ny/cairo/25499,Family Dollar
4 Preston Hill Rd,Camden,NY,13316-1216,43.33029618,-75.74785066,https://www.familydollar.com/locations/ny/camden/22013,Family Dollar
120 Wheeler Rd,Central Islip,NY,11722-2024,40.80064924,-73.212758,https://www.familydollar.com/locations/ny/central-islip/24032,Family Dollar
6074 Us Route 11,Chateaugay,NY,12920,44.923975,-74.106372,https://www.familydollar.com/locations/ny/chateaugay/30283,Family Dollar
15 Dardess Dr  Ste 7,Chatham,NY,12037-1439,42.350231,-73.605117,https://www.familydollar.com/locations/ny/chatham/22358,Family Dollar
2320 Genesee St,Cheektowaga,NY,14225-2821,42.91946493,-78.79739809,https://www.familydollar.com/locations/ny/cheektowaga/24740,Family Dollar
5743 Telephone Road Ext,Cincinnatus,NY,13040,42.542568,-75.896577,https://www.familydollar.com/locations/ny/cincinnatus/30228,Family Dollar
950 James St,Clayton,NY,13624-3285,44.228918,-76.079187,https://www.familydollar.com/locations/ny/clayton/27323,Family Dollar
103 Saratoga St,Cohoes,NY,12047-3113,42.77362181,-73.69722927,https://www.familydollar.com/locations/ny/cohoes/22164,Family Dollar
1113 Conklin Rd,Conklin,NY,13748-1110,42.070692,-75.813649,https://www.familydollar.com/locations/ny/conklin/24087,Family Dollar
9 Commons Dr,Cooperstown,NY,13326,42.649701,-74.962927,https://www.familydollar.com/locations/ny/cooperstown/22291,Family Dollar
264 Middle Country Rd Ste L,Coram,NY,11727-3801,40.869307,-72.99481,https://www.familydollar.com/locations/ny/coram/24408,Family Dollar
5 Palmer Avenue,Corinth,NY,12822-1121,43.244665,-73.82981,https://www.familydollar.com/locations/ny/corinth/22126,Family Dollar
326 Park Ave,Corning,NY,14830-3426,42.132908,-77.035839,https://www.familydollar.com/locations/ny/corning/24631,Family Dollar
231 Groton Avenue,Cortland,NY,13045-1834,42.59731685,-76.20197371,https://www.familydollar.com/locations/ny/cortland/24756,Family Dollar
29 W Main St,Cuba,NY,14727-1403,42.21774,-78.277132,https://www.familydollar.com/locations/ny/cuba/24203,Family Dollar
8 Ossian St,Dansville,NY,14437-1016,42.559185,-77.69307,https://www.familydollar.com/locations/ny/dansville/23707,Family Dollar
4269 Us Highway 11,Dekalb Junction,NY,13630,44.501565,-75.27822,https://www.familydollar.com/locations/ny/dekalb-junction/30142,Family Dollar
60 Main St,Delhi,NY,13753-1121,42.275713,-74.919524,https://www.familydollar.com/locations/ny/delhi/23862,Family Dollar
1235 French Rd,Depew,NY,14043-4808,42.867034,-78.706593,https://www.familydollar.com/locations/ny/depew/24973,Family Dollar
417 State Highway 10,Deposit,NY,13754,42.055423,-75.414988,https://www.familydollar.com/locations/ny/deposit/27929,Family Dollar
6949 Erie Rd (New York State R,Derby,NY,14047-9406,42.69622,-78.989294,https://www.familydollar.com/locations/ny/derby/27324,Family Dollar
13 Utica St.,Deruyter,NY,13052,42.764435,-75.884794,https://www.familydollar.com/locations/ny/deruyter/27396,Family Dollar
1 Water Street,Dundee,NY,14837,42.523796,-76.976456,https://www.familydollar.com/locations/ny/dundee/32662,Family Dollar
168 E 4th St,Dunkirk,NY,14048-2226,42.4848,-79.33039,https://www.familydollar.com/locations/ny/dunkirk/21764,Family Dollar
301 Clay Pitts Rd.,East Northport,NY,11731-3641,40.865793,-73.320709,https://www.familydollar.com/locations/ny/east-northport/27869,Family Dollar
300 West Manilus St.,East Syracuse,NY,13214,43.064713,-76.07487,https://www.familydollar.com/locations/ny/east-syracuse/22398,Family Dollar
7492 State Rt. 9,Elizabethtown,NY,12932,44.21144,-73.599214,https://www.familydollar.com/locations/ny/elizabethtown/27998,Family Dollar
1141 Broadway St,Elmira,NY,14904-2504,42.05760105,-76.81775492,https://www.familydollar.com/locations/ny/elmira/25066,Family Dollar
349 Horseblock Rd.,Farmingville,NY,11738-1212,40.836948,-73.04797,https://www.familydollar.com/locations/ny/farmingville/24316,Family Dollar
8601 Rockaway Beach Blvd,Far Rockaway,NY,11693-1613,40.587033,-73.811441,https://www.familydollar.com/locations/ny/far-rockaway/30358,Family Dollar
14729 Union Tpke,Flushing,NY,11367-3717,40.718731,-73.814332,https://www.familydollar.com/locations/ny/flushing/24255,Family Dollar
19 River St,Fort Plain,NY,13339-1148,42.931676,-74.620351,https://www.familydollar.com/locations/ny/fort-plain/23624,Family Dollar
34 Sunrise Highway E,Freeport,NY,11520-3921,40.656199,-73.581282,https://www.familydollar.com/locations/ny/freeport/27351,Family Dollar
368 W 1st St S,Fulton,NY,13069-2441,43.314081,-76.418111,https://www.familydollar.com/locations/ny/fulton/22730,Family Dollar
346 Exchange St,Geneva,NY,14456,42.869823,-76.981273,https://www.familydollar.com/locations/ny/geneva/22634,Family Dollar
40 Dix Ave #52,Glens Falls,NY,12801-3161,43.317735,-73.638992,https://www.familydollar.com/locations/ny/glens-falls/27546,Family Dollar
46 Church St,Gloversville,NY,12078-2923,43.052662,-74.347191,https://www.familydollar.com/locations/ny/gloversville/21870,Family Dollar
345 East Main Street,Gouverneur,NY,13642,44.33999893,-75.45628503,https://www.familydollar.com/locations/ny/gouverneur/25866,Family Dollar
70 Buffalo St,Gowanda,NY,14070-1204,42.466178,-78.935304,https://www.familydollar.com/locations/ny/gowanda/24520,Family Dollar
8648 State Route 22 Ste 3,Granville,NY,12832,43.39663105,-73.26227133,https://www.familydollar.com/locations/ny/granville/22777,Family Dollar
110 West South St,Groton,NY,13073-1235,42.58546884,-76.36756598,https://www.familydollar.com/locations/ny/groton/29439,Family Dollar
68 W Front Street Ext,Hancock,NY,13783,41.95730279,-75.2901825,https://www.familydollar.com/locations/ny/hancock/27439,Family Dollar
3605 New York State Rt 79,Harpursville,NY,13787,42.18227917,-75.63350569,https://www.familydollar.com/locations/ny/harpursville/30249,Family Dollar
"80 Clinton Street, Unit B",Hempstead,NY,11550,40.7089,-73.618619,https://www.familydollar.com/locations/ny/hempstead/27563,Family Dollar
82 South Ave,Hilton,NY,14468-1512,43.285993,-77.790933,https://www.familydollar.com/locations/ny/hilton/23825,Family Dollar
19909 Jamaica Ave,Hollis,NY,11423-3018,40.71377,-73.75918,https://www.familydollar.com/locations/ny/hollis/27070,Family Dollar
125 W Main St,Honeoye Falls,NY,14472-1103,42.94989,-77.601088,https://www.familydollar.com/locations/ny/honeoye-falls/24612,Family Dollar
6 Park Dr  Ste 101,Hornell,NY,14843-2296,42.321157,-77.659569,https://www.familydollar.com/locations/ny/hornell/22011,Family Dollar
1020 Center St  Ste 8,Horseheads,NY,14845-2774,42.15704023,-76.82569915,https://www.familydollar.com/locations/ny/horseheads/25204,Family Dollar
78-04 Conduit Ave.,Howard Beach,NY,11414,40.67139476,-73.85723146,https://www.familydollar.com/locations/ny/howard-beach/32296,Family Dollar
424 Lower Main St,Hudson Falls,NY,12839-2660,43.289988,-73.586065,https://www.familydollar.com/locations/ny/hudson-falls/22263,Family Dollar
1780 New York Ave.,Huntington Station,NY,11746-2958,40.838658,-73.411668,https://www.familydollar.com/locations/ny/huntington-station/28742,Family Dollar
450 Sheridan Blvd,Inwood,NY,11096-1204,40.621362,-73.747446,https://www.familydollar.com/locations/ny/inwood/22716,Family Dollar
11710 Guy R Brewer Blvd,Jamaica,NY,11434,40.68382491,-73.78309545,https://www.familydollar.com/locations/ny/jamaica/29193,Family Dollar
41 S Main St,Jamestown,NY,14701-6634,42.092831,-79.236338,https://www.familydollar.com/locations/ny/jamestown/23654,Family Dollar
9 Mechanic Street,Jordan,NY,13080,43.06601066,-76.47154522,https://www.familydollar.com/locations/ny/jordan/32282,Family Dollar
1874 Route 9,Keeseville,NY,12944-3726,44.511916,-73.47246,https://www.familydollar.com/locations/ny/keeseville/27494,Family Dollar
781 E Chester St,Kingston,NY,12401-1524,41.95871,-73.99129,https://www.familydollar.com/locations/ny/kingston/24003,Family Dollar
3231 South Park Ave,Lackawanna,NY,14218,42.811693,-78.824304,https://www.familydollar.com/locations/ny/lackawanna/28785,Family Dollar
50 Fawn Ridge Road,Lake Placid,NY,12946,44.29607596,-74.00291609,https://www.familydollar.com/locations/ny/lake-placid/30959,Family Dollar
231-38 Merrick Blvd,Laurelton,NY,11413-2127,40.67509907,-73.73815073,https://www.familydollar.com/locations/ny/laurelton/31821,Family Dollar
791 Center St,Lewiston,NY,14092-1705,43.171328,-79.036619,https://www.familydollar.com/locations/ny/lewiston/23464,Family Dollar
52 N Main St,Liberty,NY,12754,41.800174,-74.746658,https://www.familydollar.com/locations/ny/liberty/25034,Family Dollar
703 Old Liverpool Rd,Liverpool,NY,13088-6034,43.094784,-76.196945,https://www.familydollar.com/locations/ny/liverpool/24228,Family Dollar
3984 Lockport-Olcott Rd,Lockport,NY,14094-1133,43.219626,-78.677913,https://www.familydollar.com/locations/ny/lockport/22629,Family Dollar
24 Route 31,Lyons,NY,14489,43.059139,-77.002995,https://www.familydollar.com/locations/ny/lyons/23404,Family Dollar
1600 Montauk Highway,Mastic,NY,11950,40.80542905,-72.83756772,https://www.familydollar.com/locations/ny/mastic/31594,Family Dollar
23 Park Plaza,Mechanicville,NY,12118-1520,42.903865,-73.689335,https://www.familydollar.com/locations/ny/mechanicville/23216,Family Dollar
700 Patchogue Yaphank Rd #25,Medford,NY,11763-2235,40.806917,-72.953627,https://www.familydollar.com/locations/ny/medford/23025,Family Dollar
11322 Maple Ridge Road,Medina,NY,14103,43.206673,-78.39175,https://www.familydollar.com/locations/ny/medina/28178,Family Dollar
28 Broadway,Menands,NY,12204-2702,42.678474,-73.73465,https://www.familydollar.com/locations/ny/menands/23696,Family Dollar
156 Dolson Ave,Middletown,NY,10940-6568,41.429336,-74.427619,https://www.familydollar.com/locations/ny/middletown/24582,Family Dollar
90 E Main St,Mohawk,NY,13407-1136,43.013172,-74.996739,https://www.familydollar.com/locations/ny/mohawk/26667,Family Dollar
1015 State Route 17k,Montgomery,NY,12549-2208,41.524801,-74.198829,https://www.familydollar.com/locations/ny/montgomery/28150,Family Dollar
357 E Broadway Street,Monticello,NY,12701,41.652714,-74.67966,https://www.familydollar.com/locations/ny/monticello/22614,Family Dollar
15 State E,Mount Morris,NY,14510,42.729154,-77.868258,https://www.familydollar.com/locations/ny/mount-morris/21711,Family Dollar
131 W Lincoln Avenue,Mount Vernon,NY,10550-1240,40.9156419,-73.84225708,https://www.familydollar.com/locations/ny/mount-vernon/31344,Family Dollar
2 E Sanford Blvd,Mt Vernon,NY,10550-4510,40.899329,-73.832045,https://www.familydollar.com/locations/ny/mt-vernon/28839,Family Dollar
3528 Us #20,Nassau,NY,12123,42.518466,-73.61963,https://www.familydollar.com/locations/ny/nassau/27891,Family Dollar
4390 Buffalo Rd,N Chili,NY,14514-1025,43.120477,-77.808109,https://www.familydollar.com/locations/ny/n-chili/24790,Family Dollar
25 North Main St,Newark Valley,NY,13811-3607,42.22525511,-76.18197674,https://www.familydollar.com/locations/ny/newark-valley/29039,Family Dollar
88 N Plank Rd,Newburgh,NY,12550,41.527644,-74.032705,https://www.familydollar.com/locations/ny/newburgh/28964,Family Dollar
2740 Main Street,Newfane,NY,14108-1206,43.281852,-78.70857,https://www.familydollar.com/locations/ny/newfane/30847,Family Dollar
500 State Route 20,New Lebanon,NY,12125,42.468173,-73.391382,https://www.familydollar.com/locations/ny/new-lebanon/30547,Family Dollar
228 Nagle Ave,New York,NY,10034-6057,40.862878,-73.921939,https://www.familydollar.com/locations/ny/new-york/27136,Family Dollar
1628 Main St,Niagara Falls,NY,14305-2524,43.09702,-79.05115,https://www.familydollar.com/locations/ny/niagara-falls/26620,Family Dollar
628 S Main St,N Syracuse,NY,13212-3615,43.125041,-76.141848,https://www.familydollar.com/locations/ny/n-syracuse/24999,Family Dollar
701 Canton St,Ogdensburg,NY,13669-3814,44.689197,-75.47812,https://www.familydollar.com/locations/ny/ogdensburg/23904,Family Dollar
461 North Union Street,Olean,NY,14760,42.084311,-78.430413,https://www.familydollar.com/locations/ny/olean/22125,Family Dollar
9 Winney Hill Rd,Oneonta,NY,13820-1121,42.457265,-75.09664019,https://www.familydollar.com/locations/ny/oneonta/23489,Family Dollar
42 W Main St,Owego,NY,13827-1535,42.098466,-76.26955,https://www.familydollar.com/locations/ny/owego/24364,Family Dollar
150 E Main St,Patchogue,NY,11772,40.76550001,-73.01157157,https://www.familydollar.com/locations/ny/patchogue/31830,Family Dollar
1099 N Division St,Peekskill,NY,10566-1847,41.305945,-73.911558,https://www.familydollar.com/locations/ny/peekskill/23992,Family Dollar
239 1/2 Lake St,Penn Yan,NY,14527-1810,42.654589,-77.058783,https://www.familydollar.com/locations/ny/penn-yan/26100,Family Dollar
274 Main St.,Phelps,NY,14532,42.963173,-77.07651,https://www.familydollar.com/locations/ny/phelps/29089,Family Dollar
84 Main St,Philmont,NY,12565,42.248809,-73.651741,https://www.familydollar.com/locations/ny/philmont/27556,Family Dollar
219 County Route 57,Phoenix,NY,13135-3300,43.21674,-76.285617,https://www.familydollar.com/locations/ny/phoenix/24036,Family Dollar
42 Skyway Shp Ctr Ste 2,Plattsburgh,NY,12901-3873,44.681145,-73.452153,https://www.familydollar.com/locations/ny/plattsburgh/23883,Family Dollar
13 North Ave  Ste 5,Pleasant Valley,NY,12569-6029,41.745468,-73.825871,https://www.familydollar.com/locations/ny/pleasant-valley/23551,Family Dollar
526 Jefferson Plz,Port Jefferson Stati,NY,11776-1104,40.929486,-73.053553,https://www.familydollar.com/locations/ny/port-jefferson-stati/24569,Family Dollar
111 Jersey Ave,Port Jervis,NY,12771-2609,41.368914,-74.688692,https://www.familydollar.com/locations/ny/port-jervis/21835,Family Dollar
145 Market St,Potsdam,NY,13676-1228,44.679985,-74.988319,https://www.familydollar.com/locations/ny/potsdam/23317,Family Dollar
412 Main St,Poughkeepsie,NY,12601-3312,41.70176401,-73.92297,https://www.familydollar.com/locations/ny/poughkeepsie/25968,Family Dollar
3866 Rome St,Pulaski,NY,13142,43.560079,-76.120685,https://www.familydollar.com/locations/ny/pulaski/23617,Family Dollar
2436 Route 9w,Ravena,NY,12143-0000,42.468258,-73.817085,https://www.familydollar.com/locations/ny/ravena/21973,Family Dollar
295 E Ridge Rd,Rochester,NY,14621-1322,43.194338,-77.609728,https://www.familydollar.com/locations/ny/rochester/29096,Family Dollar
113-22 Rockaway Beach Blvd,Rockaway Park,NY,11694-2321,40.58062067,-73.83532025,https://www.familydollar.com/locations/ny/rockaway-park/31381,Family Dollar
1750 Black River Blvd N,Rome,NY,13440-2454,43.230501,-75.437953,https://www.familydollar.com/locations/ny/rome/23147,Family Dollar
222 Portion Road,Ronkonkoma,NY,11779-2347,40.826444,-73.103539,https://www.familydollar.com/locations/ny/ronkonkoma/27999,Family Dollar
188-33 Linden Blvd.,Saint Albans,NY,11412-4027,40.691946,-73.762857,https://www.familydollar.com/locations/ny/saint-albans/29389,Family Dollar
100 Main Street,Salamanca,NY,14779-1551,42.158723,-78.71403,https://www.familydollar.com/locations/ny/salamanca/22129,Family Dollar
2929 Saunders Settlement Road,Sanborn,NY,14132,43.143752,-78.886227,https://www.familydollar.com/locations/ny/sanborn/27751,Family Dollar
97 West Ave,Saratoga Spgs,NY,12866-6006,43.078835,-73.805589,https://www.familydollar.com/locations/ny/saratoga-spgs/23206,Family Dollar
330 Route 212,Saugerties,NY,12477-5122,42.084873,-73.968258,https://www.familydollar.com/locations/ny/saugerties/23341,Family Dollar
1020 Crane St,Schenectady,NY,12303-1214,42.79842426,-73.94775536,https://www.familydollar.com/locations/ny/schenectady/25797,Family Dollar
30 The Green,Shirley,NY,11967-2934,40.7839,-72.8629,https://www.familydollar.com/locations/ny/shirley/32584,Family Dollar
17 Steiner Road,Sidney,NY,13838-1120,42.312238,-75.392006,https://www.familydollar.com/locations/ny/sidney/24167,Family Dollar
68 West Main Street,Sodus,NY,14551,43.23635081,-77.06637662,https://www.familydollar.com/locations/ny/sodus/22559,Family Dollar
238-B N Main St,Spring Valley,NY,10977-4020,41.122883,-74.039221,https://www.familydollar.com/locations/ny/spring-valley/22246,Family Dollar
39 Main St.,Stamford,NY,12167,42.40694,-74.611557,https://www.familydollar.com/locations/ny/stamford/27493,Family Dollar
1230 Castleton Ave,Staten Island,NY,10310-1717,40.633853,-74.123375,https://www.familydollar.com/locations/ny/staten-island/26855,Family Dollar
1701 N Salina Street,Syracuse,NY,13208,43.06979061,-76.16569721,https://www.familydollar.com/locations/ny/syracuse/29038,Family Dollar
100 Niagara Street,Tonawanda,NY,14150-1104,43.020941,-78.881518,https://www.familydollar.com/locations/ny/tonawanda/28677,Family Dollar
